Local time,Open,High,Low,Close,Volume
08.06.2020 15:00:00.000 GMT-0400,322.062,323.413,321.682,323.273,26.0993
09.06.2020 09:00:00.000 GMT-0400,320.302,320.763,319.673,319.782,21.0198
09.06.2020 10:00:00.000 GMT-0400,319.783,321.693,319.382,321.372,35.895
09.06.2020 11:00:00.000 GMT-0400,321.373,321.753,320.482,320.632,32.8633
09.06.2020 12:00:00.000 GMT-0400,320.632,321.463,320.192,321.423,24.1563
09.06.2020 13:00:00.000 GMT-0400,321.422,322.233,321.282,321.972,21.843
09.06.2020 14:00:00.000 GMT-0400,321.983,322.083,320.962,321.712,27.2528
09.06.2020 15:00:00.000 GMT-0400,321.713,322.373,320.492,320.753,30.523
10.06.2020 09:00:00.000 GMT-0400,321.442,321.802,319.622,320.313,21.113
10.06.2020 10:00:00.000 GMT-0400,320.312,320.613,318.232,318.712,38.0805
10.06.2020 11:00:00.000 GMT-0400,318.702,320.163,318.562,319.762,33.7627
10.06.2020 12:00:00.000 GMT-0400,319.763,320.533,319.402,320.252,24.9405
10.06.2020 13:00:00.000 GMT-0400,320.243,320.523,319.812,320.003,24.0767
10.06.2020 14:00:00.000 GMT-0400,319.992,322.413,318.982,319.962,43.157
10.06.2020 15:00:00.000 GMT-0400,319.962,321.493,318.902,318.922,40.31
11.06.2020 09:00:00.000 GMT-0400,311.492,312.132,310.032,311.672,24.7
11.06.2020 10:00:00.000 GMT-0400,311.673,311.972,308.942,309.102,42.659
11.06.2020 11:00:00.000 GMT-0400,309.112,309.563,307.172,308.022,43.093
11.06.2020 12:00:00.000 GMT-0400,308.013,308.023,303.763,304.222,45.332
11.06.2020 13:00:00.000 GMT-0400,304.203,305.873,303.792,304.742,42.8083
11.06.2020 14:00:00.000 GMT-0400,304.732,304.792,301.082,301.792,44.2093
11.06.2020 15:00:00.000 GMT-0400,301.783,302.883,300.022,300.463,49.9837
12.06.2020 09:00:00.000 GMT-0400,308.243,309.083,307.072,307.632,24.769
12.06.2020 10:00:00.000 GMT-0400,307.638,308.423,302.692,302.703,47.6497
12.06.2020 11:00:00.000 GMT-0400,302.693,305.292,300.502,305.242,50.545
12.06.2020 12:00:00.000 GMT-0400,305.233,305.893,302.602,303.803,38.943
12.06.2020 13:00:00.000 GMT-0400,303.833,304.032,298.772,298.873,46.6405
12.06.2020 14:00:00.000 GMT-0400,298.882,302.982,298.613,302.102,49.6398
12.06.2020 15:00:00.000 GMT-0400,302.112,305.073,301.082,304.192,49.865
15.06.2020 09:00:00.000 GMT-0400,298.052,300.123,296.753,299.922,26.4608
15.06.2020 10:00:00.000 GMT-0400,299.913,301.772,299.282,300.952,45.6855
15.06.2020 11:00:00.000 GMT-0400,300.943,302.633,300.762,301.922,43.4627
15.06.2020 12:00:00.000 GMT-0400,301.922,304.422,301.662,304.372,37.7805
15.06.2020 13:00:00.000 GMT-0400,304.372,305.313,303.822,304.072,34.415
15.06.2020 14:00:00.000 GMT-0400,304.073,308.283,304.062,306.742,44.365
15.06.2020 15:00:00.000 GMT-0400,306.753,307.793,304.563,307.033,41.5625
16.06.2020 09:00:00.000 GMT-0400,315.502,315.512,313.792,314.542,24.2463
16.06.2020 10:00:00.000 GMT-0400,314.662,315.643,309.073,309.493,47.5975
16.06.2020 11:00:00.000 GMT-0400,309.492,313.692,307.712,312.272,50.4067
16.06.2020 12:00:00.000 GMT-0400,312.282,314.182,311.172,313.483,41.629
16.06.2020 13:00:00.000 GMT-0400,313.492,314.133,312.162,312.703,36.1862
16.06.2020 14:00:00.000 GMT-0400,312.703,314.373,312.242,313.083,38.9943
16.06.2020 15:00:00.000 GMT-0400,313.082,313.332,310.623,312.883,43.8525
17.06.2020 09:00:00.000 GMT-0400,314.112,314.143,312.042,312.653,22.4573
17.06.2020 10:00:00.000 GMT-0400,312.662,313.483,311.202,312.832,41.8787
17.06.2020 11:00:00.000 GMT-0400,312.822,313.173,311.942,313.113,32.8442
17.06.2020 12:00:00.000 GMT-0400,313.112,313.832,312.462,313.552,25.4615
17.06.2020 13:00:00.000 GMT-0400,313.552,314.392,313.522,313.753,20.8605
17.06.2020 14:00:00.000 GMT-0400,313.743,314.172,313.032,313.073,24.6625
17.06.2020 15:00:00.000 GMT-0400,313.062,313.062,310.912,311.562,36.663
18.06.2020 09:00:00.000 GMT-0400,310.043,311.562,309.522,310.782,22.8072
18.06.2020 10:00:00.000 GMT-0400,310.762,312.323,310.232,312.222,40.899
18.06.2020 11:00:00.000 GMT-0400,312.223,312.313,310.762,310.912,32.7902
18.06.2020 12:00:00.000 GMT-0400,310.922,311.583,310.462,311.392,29.3985
18.06.2020 13:00:00.000 GMT-0400,311.393,312.003,311.172,311.852,25.0812
18.06.2020 14:00:00.000 GMT-0400,311.853,311.933,310.492,310.542,29.725
18.06.2020 15:00:00.000 GMT-0400,310.542,311.993,310.072,311.712,33.6683
19.06.2020 09:00:00.000 GMT-0400,314.182,314.392,312.722,312.972,20.4115
19.06.2020 10:00:00.000 GMT-0400,312.972,313.383,312.102,312.282,34.596
19.06.2020 11:00:00.000 GMT-0400,312.292,312.962,311.572,311.692,32.4448
19.06.2020 12:00:00.000 GMT-0400,311.702,311.763,307.972,310.432,40.2038
19.06.2020 13:00:00.000 GMT-0400,310.432,310.483,307.902,307.912,35.0288
19.06.2020 14:00:00.000 GMT-0400,307.902,309.642,307.222,309.442,39.4707
19.06.2020 15:00:00.000 GMT-0400,309.432,310.552,308.552,308.632,37.0757
22.06.2020 09:00:00.000 GMT-0400,307.993,308.682,306.782,308.512,22.5693
22.06.2020 10:00:00.000 GMT-0400,308.532,309.672,308.163,308.172,36.0795
22.06.2020 11:00:00.000 GMT-0400,308.182,309.472,307.862,309.112,29.9695
22.06.2020 12:00:00.000 GMT-0400,309.113,310.812,309.112,310.512,26.9605
22.06.2020 13:00:00.000 GMT-0400,310.512,310.822,309.972,310.473,26.0945
22.06.2020 14:00:00.000 GMT-0400,310.462,311.062,309.732,310.963,26.6943
22.06.2020 15:00:00.000 GMT-0400,310.962,311.062,309.312,310.662,33.3
23.06.2020 09:00:00.000 GMT-0400,313.483,313.852,312.632,313.002,20.0518
23.06.2020 10:00:00.000 GMT-0400,312.992,313.653,312.122,312.792,37.7038
23.06.2020 11:00:00.000 GMT-0400,312.773,314.192,312.382,313.782,29.6518
23.06.2020 12:00:00.000 GMT-0400,313.783,314.043,313.412,313.672,25.8153
23.06.2020 13:00:00.000 GMT-0400,313.682,314.503,313.652,314.202,22.5068
23.06.2020 14:00:00.000 GMT-0400,314.202,314.213,313.132,313.362,26.3757
23.06.2020 15:00:00.000 GMT-0400,313.363,313.612,311.632,312.043,32.9933
24.06.2020 09:00:00.000 GMT-0400,309.852,310.513,307.672,307.762,22.0497
24.06.2020 10:00:00.000 GMT-0400,307.752,308.382,306.162,306.482,43.205
24.06.2020 11:00:00.000 GMT-0400,306.473,306.843,302.112,303.472,45.418
24.06.2020 12:00:00.000 GMT-0400,303.472,305.333,303.092,305.252,36.419
24.06.2020 13:00:00.000 GMT-0400,305.232,305.513,303.052,303.872,37.224
24.06.2020 14:00:00.000 GMT-0400,303.873,304.843,302.802,303.723,39.3548
24.06.2020 15:00:00.000 GMT-0400,303.722,305.743,303.652,304.092,43.3862
25.06.2020 09:00:00.000 GMT-0400,303.512,303.842,301.302,303.002,24.6992
25.06.2020 10:00:00.000 GMT-0400,303.002,304.983,302.882,303.973,44.04
25.06.2020 11:00:00.000 GMT-0400,303.983,304.383,302.532,303.863,39.887
25.06.2020 12:00:00.000 GMT-0400,303.862,305.273,303.862,304.672,33.5695
25.06.2020 13:00:00.000 GMT-0400,304.662,305.042,304.072,304.572,29.495
25.06.2020 14:00:00.000 GMT-0400,304.573,304.853,303.512,304.282,30.1315
25.06.2020 15:00:00.000 GMT-0400,304.292,307.643,304.013,307.342,37.4902
26.06.2020 09:00:00.000 GMT-0400,306.202,306.403,304.533,305.243,23.541
26.06.2020 10:00:00.000 GMT-0400,305.182,305.272,300.692,301.502,46.2518
26.06.2020 11:00:00.000 GMT-0400,301.553,302.913,301.412,302.612,40.5778
26.06.2020 12:00:00.000 GMT-0400,302.622,302.673,300.512,301.832,38.2357
26.06.2020 13:00:00.000 GMT-0400,301.823,302.583,301.542,301.792,34.3138
26.06.2020 14:00:00.000 GMT-0400,301.793,302.092,299.872,300.482,36.2878
26.06.2020 15:00:00.000 GMT-0400,300.463,301.463,299.432,300.072,40.9865
29.06.2020 09:00:00.000 GMT-0400,301.402,301.743,298.952,300.582,23.2255
29.06.2020 10:00:00.000 GMT-0400,300.582,303.442,300.582,302.603,40.664
29.06.2020 11:00:00.000 GMT-0400,302.602,303.383,302.022,302.693,35.892
29.06.2020 12:00:00.000 GMT-0400,302.703,303.823,302.703,303.372,27.996
29.06.2020 13:00:00.000 GMT-0400,303.363,304.023,303.212,303.642,23.5198
29.06.2020 14:00:00.000 GMT-0400,303.643,303.843,302.722,302.943,24.1728
29.06.2020 15:00:00.000 GMT-0400,302.942,304.452,302.232,304.442,32.4118
30.06.2020 09:00:00.000 GMT-0400,303.992,305.383,303.842,304.843,21.803
30.06.2020 10:00:00.000 GMT-0400,304.803,306.693,304.733,306.572,38.4795
30.06.2020 11:00:00.000 GMT-0400,306.572,307.333,306.282,306.803,30.0042
30.06.2020 12:00:00.000 GMT-0400,306.802,307.533,306.212,306.312,26.6985
30.06.2020 13:00:00.000 GMT-0400,306.323,306.643,305.712,306.533,26.9503
30.06.2020 14:00:00.000 GMT-0400,306.532,307.442,306.042,307.423,26.9692
30.06.2020 15:00:00.000 GMT-0400,307.422,310.212,306.682,308.932,33.8187
01.07.2020 09:00:00.000 GMT-0400,309.573,310.923,309.312,309.832,22.6665
01.07.2020 10:00:00.000 GMT-0400,310.002,311.263,309.762,310.612,38.7217
01.07.2020 11:00:00.000 GMT-0400,310.622,310.713,309.082,310.272,34.5028
01.07.2020 12:00:00.000 GMT-0400,310.273,311.452,310.122,310.792,27.298
01.07.2020 13:00:00.000 GMT-0400,310.812,311.072,310.302,310.752,23.86
01.07.2020 14:00:00.000 GMT-0400,310.753,311.283,310.312,310.913,26.8155
01.07.2020 15:00:00.000 GMT-0400,310.912,311.893,310.453,310.573,28.4585
02.07.2020 09:00:00.000 GMT-0400,314.282,315.483,314.172,315.402,20.2085
02.07.2020 10:00:00.000 GMT-0400,315.392,315.703,312.802,312.912,39.7697
02.07.2020 11:00:00.000 GMT-0400,312.912,313.863,312.052,313.622,36.9248
02.07.2020 12:00:00.000 GMT-0400,313.612,313.803,312.872,313.722,30.922
02.07.2020 13:00:00.000 GMT-0400,313.723,314.203,313.382,313.772,24.9405
02.07.2020 14:00:00.000 GMT-0400,313.762,314.412,313.522,314.092,26.1458
02.07.2020 15:00:00.000 GMT-0400,314.092,314.213,311.532,312.222,32.3375
06.07.2020 09:00:00.000 GMT-0400,316.412,316.883,315.882,316.752,20.489
06.07.2020 10:00:00.000 GMT-0400,317.002,317.723,315.582,316.923,37.0083
06.07.2020 11:00:00.000 GMT-0400,316.922,317.243,316.452,316.452,29.2375
06.07.2020 12:00:00.000 GMT-0400,316.453,316.593,316.012,316.503,25.5395
06.07.2020 13:00:00.000 GMT-0400,316.502,316.683,316.032,316.632,25.8078
06.07.2020 14:00:00.000 GMT-0400,316.632,316.653,315.572,315.992,30.4982
06.07.2020 15:00:00.000 GMT-0400,315.992,317.203,315.642,316.992,33.8585
07.07.2020 09:00:00.000 GMT-0400,315.382,316.253,314.912,316.003,19.9673
07.07.2020 10:00:00.000 GMT-0400,316.002,317.053,315.852,316.842,34.804
07.07.2020 11:00:00.000 GMT-0400,316.842,317.522,316.602,316.743,28.4818
07.07.2020 12:00:00.000 GMT-0400,316.742,316.993,315.933,316.382,27.138
07.07.2020 13:00:00.000 GMT-0400,316.383,316.563,315.732,316.212,27.47
07.07.2020 14:00:00.000 GMT-0400,316.213,316.302,315.063,315.523,27.2535
07.07.2020 15:00:00.000 GMT-0400,315.532,315.543,313.392,313.682,34.7422
08.07.2020 09:00:00.000 GMT-0400,314.612,316.193,314.222,316.112,19.3288
08.07.2020 10:00:00.000 GMT-0400,316.113,316.313,315.042,315.402,33.1387
08.07.2020 11:00:00.000 GMT-0400,315.392,315.473,312.722,314.153,35.354
08.07.2020 12:00:00.000 GMT-0400,314.152,314.952,314.002,314.922,27.624
08.07.2020 13:00:00.000 GMT-0400,314.923,314.962,313.582,313.873,25.7735
08.07.2020 14:00:00.000 GMT-0400,313.862,314.713,313.622,314.583,30.7537
08.07.2020 15:00:00.000 GMT-0400,314.582,316.172,314.532,316.142,31.5588
09.07.2020 09:00:00.000 GMT-0400,316.842,317.103,315.352,316.112,20.9972
09.07.2020 10:00:00.000 GMT-0400,316.112,316.422,311.842,311.962,40.7907
09.07.2020 11:00:00.000 GMT-0400,311.953,312.593,310.702,312.252,43.8633
09.07.2020 12:00:00.000 GMT-0400,312.252,313.633,312.082,313.503,32.1895
09.07.2020 13:00:00.000 GMT-0400,313.512,314.412,313.232,313.402,28.17
09.07.2020 14:00:00.000 GMT-0400,313.392,314.913,313.192,314.883,27.8005
09.07.2020 15:00:00.000 GMT-0400,314.882,315.603,313.292,314.433,35.5177
10.07.2020 09:00:00.000 GMT-0400,314.252,315.102,313.473,314.003,23.413
10.07.2020 10:00:00.000 GMT-0400,313.992,315.692,312.772,315.102,39.8587
10.07.2020 11:00:00.000 GMT-0400,315.103,315.943,314.512,315.852,30.546
10.07.2020 12:00:00.000 GMT-0400,315.852,316.142,314.932,315.852,25.5485
10.07.2020 13:00:00.000 GMT-0400,315.842,316.673,315.642,316.522,21.699
10.07.2020 14:00:00.000 GMT-0400,316.522,316.963,316.192,316.932,20.6807
10.07.2020 15:00:00.000 GMT-0400,316.932,318.003,316.523,317.692,26.7515
13.07.2020 09:00:00.000 GMT-0400,320.132,320.442,319.512,319.602,20.766
13.07.2020 10:00:00.000 GMT-0400,319.603,321.683,319.233,321.662,33.7948
13.07.2020 11:00:00.000 GMT-0400,321.662,322.363,321.522,321.732,25.861
13.07.2020 12:00:00.000 GMT-0400,321.752,322.043,321.552,321.672,26.2162
13.07.2020 13:00:00.000 GMT-0400,321.682,322.713,321.562,321.943,27.2022
13.07.2020 14:00:00.000 GMT-0400,321.933,322.073,319.092,320.422,40.2365
13.07.2020 15:00:00.000 GMT-0400,320.412,320.522,314.152,314.763,48.3037
14.07.2020 09:00:00.000 GMT-0400,313.312,315.322,312.003,313.892,26.2475
14.07.2020 10:00:00.000 GMT-0400,313.873,315.923,312.342,314.832,50.6095
14.07.2020 11:00:00.000 GMT-0400,314.832,316.702,314.302,316.013,44.574
14.07.2020 12:00:00.000 GMT-0400,316.022,316.653,315.162,315.323,34.9823
14.07.2020 13:00:00.000 GMT-0400,315.332,316.992,314.542,316.342,32.8268
14.07.2020 14:00:00.000 GMT-0400,316.343,317.672,315.922,317.392,33.8765
14.07.2020 15:00:00.000 GMT-0400,317.422,319.323,315.792,318.923,38.1575
15.07.2020 09:00:00.000 GMT-0400,322.422,322.643,321.242,321.882,24.2635
15.07.2020 10:00:00.000 GMT-0400,321.882,323.063,321.142,322.242,37.9492
15.07.2020 11:00:00.000 GMT-0400,322.273,322.482,319.732,319.763,41.0957
15.07.2020 12:00:00.000 GMT-0400,319.752,321.123,319.272,321.083,34.8172
15.07.2020 13:00:00.000 GMT-0400,321.082,321.783,320.722,321.103,29.206
15.07.2020 14:00:00.000 GMT-0400,321.102,322.213,320.782,320.943,32.3268
15.07.2020 15:00:00.000 GMT-0400,320.932,322.593,320.202,321.873,35.193
16.07.2020 09:00:00.000 GMT-0400,319.822,320.473,319.112,319.743,22.7952
16.07.2020 10:00:00.000 GMT-0400,319.733,320.723,319.102,319.912,39.379
16.07.2020 11:00:00.000 GMT-0400,319.922,320.312,319.292,319.803,34.4232
16.07.2020 12:00:00.000 GMT-0400,319.802,320.112,319.252,319.712,27.8372
16.07.2020 13:00:00.000 GMT-0400,319.702,320.613,319.642,319.932,26.0685
16.07.2020 14:00:00.000 GMT-0400,319.932,320.643,319.262,319.382,26.571
16.07.2020 15:00:00.000 GMT-0400,319.392,321.292,319.232,320.822,32.4507
17.07.2020 09:00:00.000 GMT-0400,321.883,321.932,320.942,321.322,20.2225
17.07.2020 10:00:00.000 GMT-0400,321.302,321.512,319.752,321.012,32.9178
17.07.2020 11:00:00.000 GMT-0400,321.022,321.543,320.713,321.383,25.58
17.07.2020 12:00:00.000 GMT-0400,321.392,321.683,321.102,321.212,20.6265
17.07.2020 13:00:00.000 GMT-0400,321.213,321.592,320.922,321.252,21.0112
17.07.2020 14:00:00.000 GMT-0400,321.252,322.242,321.242,322.022,19.7775
17.07.2020 15:00:00.000 GMT-0400,322.023,322.582,321.582,321.722,24.7735
20.07.2020 09:00:00.000 GMT-0400,321.452,322.162,320.682,321.153,22.876
20.07.2020 10:00:00.000 GMT-0400,321.152,323.032,320.942,322.503,36.9145
20.07.2020 11:00:00.000 GMT-0400,322.502,323.153,322.342,322.862,30.5658
20.07.2020 12:00:00.000 GMT-0400,322.863,323.103,322.473,323.043,24.6495
20.07.2020 13:00:00.000 GMT-0400,323.042,323.823,322.872,323.713,23.1318
20.07.2020 14:00:00.000 GMT-0400,323.723,323.993,323.522,323.792,23.843
20.07.2020 15:00:00.000 GMT-0400,323.782,325.183,323.662,324.333,28.8682
21.07.2020 09:00:00.000 GMT-0400,326.473,326.933,325.902,326.723,24.7355
21.07.2020 10:00:00.000 GMT-0400,326.733,326.923,325.452,326.403,46.5765
21.07.2020 11:00:00.000 GMT-0400,326.403,326.683,325.632,326.033,43.6273
21.07.2020 12:00:00.000 GMT-0400,326.042,326.313,325.603,326.302,35.063
21.07.2020 13:00:00.000 GMT-0400,326.292,326.693,325.783,326.532,28.4618
21.07.2020 14:00:00.000 GMT-0400,326.533,326.862,326.262,326.433,27.269
21.07.2020 15:00:00.000 GMT-0400,326.433,326.513,323.962,325.062,43.4082
22.07.2020 09:00:00.000 GMT-0400,324.632,326.173,324.562,325.732,24.389
22.07.2020 10:00:00.000 GMT-0400,325.732,326.052,324.712,325.212,41.7352
22.07.2020 11:00:00.000 GMT-0400,325.212,325.812,324.513,325.632,36.1268
22.07.2020 12:00:00.000 GMT-0400,325.633,326.332,325.452,325.882,27.333
22.07.2020 13:00:00.000 GMT-0400,325.883,326.043,324.743,324.772,24.9235
22.07.2020 14:00:00.000 GMT-0400,324.773,325.943,324.742,325.763,26.321
22.07.2020 15:00:00.000 GMT-0400,325.773,327.213,325.683,326.893,30.7232
23.07.2020 09:00:00.000 GMT-0400,326.482,327.243,326.152,327.002,24.8995
23.07.2020 10:00:00.000 GMT-0400,327.002,327.103,325.533,326.282,43.8058
23.07.2020 11:00:00.000 GMT-0400,326.283,327.132,325.843,326.673,41.051
23.07.2020 12:00:00.000 GMT-0400,326.673,326.683,324.983,325.282,42.902
23.07.2020 13:00:00.000 GMT-0400,325.272,325.913,322.992,323.582,42.6797
23.07.2020 14:00:00.000 GMT-0400,323.572,323.603,321.502,322.972,54.9347
23.07.2020 15:00:00.000 GMT-0400,322.962,323.253,321.732,322.953,52.399
24.07.2020 09:00:00.000 GMT-0400,320.972,321.173,319.503,320.613,28.6835
24.07.2020 10:00:00.000 GMT-0400,320.612,321.853,320.202,321.802,46.3478
24.07.2020 11:00:00.000 GMT-0400,321.792,321.993,320.842,321.342,44.827
24.07.2020 12:00:00.000 GMT-0400,321.343,321.433,320.022,320.253,38.4325
24.07.2020 13:00:00.000 GMT-0400,320.263,320.703,319.262,320.553,35.2813
24.07.2020 14:00:00.000 GMT-0400,320.553,321.413,320.422,320.792,34.9263
24.07.2020 15:00:00.000 GMT-0400,320.793,321.453,319.682,320.912,43.0522
27.07.2020 09:00:00.000 GMT-0400,321.662,322.733,320.802,322.622,24.5963
27.07.2020 10:00:00.000 GMT-0400,322.652,322.973,322.373,322.602,36.9405
27.07.2020 11:00:00.000 GMT-0400,322.603,322.653,321.192,321.913,34.6427
27.07.2020 12:00:00.000 GMT-0400,321.902,322.473,321.762,322.393,27.548
27.07.2020 13:00:00.000 GMT-0400,322.392,322.773,322.312,322.502,20.3615
27.07.2020 14:00:00.000 GMT-0400,322.502,322.912,322.182,322.393,24.2862
27.07.2020 15:00:00.000 GMT-0400,322.383,323.423,322.362,323.213,30.8372
28.07.2020 09:00:00.000 GMT-0400,322.452,323.033,321.323,321.912,25.5033
28.07.2020 10:00:00.000 GMT-0400,321.912,323.112,321.742,322.832,42.4038
28.07.2020 11:00:00.000 GMT-0400,322.832,323.503,322.132,322.942,33.4492
28.07.2020 12:00:00.000 GMT-0400,322.942,323.073,322.532,323.023,27.6597
28.07.2020 13:00:00.000 GMT-0400,323.022,323.673,322.732,323.532,21.9562
28.07.2020 14:00:00.000 GMT-0400,323.532,323.613,322.952,323.012,24.0987
28.07.2020 15:00:00.000 GMT-0400,323.013,323.113,320.863,321.272,37.5363
29.07.2020 09:00:00.000 GMT-0400,322.122,322.992,322.092,322.822,23.8603
29.07.2020 10:00:00.000 GMT-0400,322.813,323.783,322.763,323.753,33.9683
29.07.2020 11:00:00.000 GMT-0400,323.752,323.873,323.352,323.673,26.0877
29.07.2020 12:00:00.000 GMT-0400,323.673,324.123,323.242,323.952,26.23
29.07.2020 13:00:00.000 GMT-0400,323.953,324.303,323.792,324.143,22.8353
29.07.2020 14:00:00.000 GMT-0400,324.143,325.452,323.642,324.552,36.2337
29.07.2020 15:00:00.000 GMT-0400,324.552,325.752,323.882,325.103,39.8775
30.07.2020 09:00:00.000 GMT-0400,321.942,322.453,320.013,320.142,22.5387
30.07.2020 10:00:00.000 GMT-0400,320.163,321.633,319.652,321.422,46.608
30.07.2020 11:00:00.000 GMT-0400,321.432,322.993,321.132,322.742,40.5967
30.07.2020 12:00:00.000 GMT-0400,322.743,323.963,322.392,323.583,37.6278
30.07.2020 13:00:00.000 GMT-0400,323.573,324.403,323.142,323.722,28.5713
30.07.2020 14:00:00.000 GMT-0400,323.722,324.312,323.183,323.923,31.933
30.07.2020 15:00:00.000 GMT-0400,323.923,324.413,323.382,324.032,33.749
31.07.2020 09:00:00.000 GMT-0400,325.902,326.133,324.142,324.763,27.9625
31.07.2020 10:00:00.000 GMT-0400,324.763,324.803,322.432,323.313,49.918
31.07.2020 11:00:00.000 GMT-0400,323.352,324.412,323.052,323.273,38.9615
31.07.2020 12:00:00.000 GMT-0400,323.262,323.353,321.352,321.712,41.0583
31.07.2020 13:00:00.000 GMT-0400,321.712,323.033,321.562,322.593,32.822
31.07.2020 14:00:00.000 GMT-0400,322.593,323.953,321.972,323.892,29.5378
31.07.2020 15:00:00.000 GMT-0400,323.893,326.622,323.712,326.522,41.219
03.08.2020 09:00:00.000 GMT-0400,328.353,328.443,327.732,328.352,24.3778
03.08.2020 10:00:00.000 GMT-0400,328.353,329.293,327.913,328.232,43.3882
03.08.2020 11:00:00.000 GMT-0400,328.232,329.393,328.152,329.072,33.309
03.08.2020 12:00:00.000 GMT-0400,329.072,329.183,328.742,328.912,29.552
03.08.2020 13:00:00.000 GMT-0400,328.913,329.273,328.812,329.083,27.3563
03.08.2020 14:00:00.000 GMT-0400,329.103,329.633,328.902,329.483,26.0098
03.08.2020 15:00:00.000 GMT-0400,329.483,329.563,328.402,328.822,36.1128
04.08.2020 09:00:00.000 GMT-0400,327.873,328.783,327.862,328.653,22.184
04.08.2020 10:00:00.000 GMT-0400,328.663,329.643,328.562,329.383,36.773
04.08.2020 11:00:00.000 GMT-0400,329.383,329.662,329.162,329.433,32.582
04.08.2020 12:00:00.000 GMT-0400,329.432,329.533,328.762,328.923,25.4945
04.08.2020 13:00:00.000 GMT-0400,328.923,329.433,328.652,329.342,22.9335
04.08.2020 14:00:00.000 GMT-0400,329.343,329.483,327.962,329.003,26.8533
04.08.2020 15:00:00.000 GMT-0400,329.003,330.052,328.833,330.052,30.7593
05.08.2020 09:00:00.000 GMT-0400,331.482,331.933,331.242,331.903,22.153
05.08.2020 10:00:00.000 GMT-0400,332.082,332.163,331.632,331.863,33.0933
05.08.2020 11:00:00.000 GMT-0400,331.863,332.403,331.633,331.642,31.5315
05.08.2020 12:00:00.000 GMT-0400,331.642,331.943,331.442,331.832,24.4783
05.08.2020 13:00:00.000 GMT-0400,331.833,332.023,331.672,331.893,20.195
05.08.2020 14:00:00.000 GMT-0400,331.893,332.193,331.732,331.883,17.2857
05.08.2020 15:00:00.000 GMT-0400,331.883,332.343,331.202,332.103,23.2185
06.08.2020 09:00:00.000 GMT-0400,331.512,332.323,331.412,332.303,22.881
06.08.2020 10:00:00.000 GMT-0400,332.312,332.653,331.143,331.763,36.5565
06.08.2020 11:00:00.000 GMT-0400,331.762,332.033,331.292,331.682,35.2935
06.08.2020 12:00:00.000 GMT-0400,331.673,332.453,331.622,332.442,28
06.08.2020 13:00:00.000 GMT-0400,332.443,332.903,332.272,332.823,25.1418
06.08.2020 14:00:00.000 GMT-0400,332.822,334.163,332.782,334.003,25.7437
06.08.2020 15:00:00.000 GMT-0400,334.013,334.473,333.742,334.312,31.8787
07.08.2020 09:00:00.000 GMT-0400,333.283,334.092,332.872,333.943,22.9622
07.08.2020 10:00:00.000 GMT-0400,333.943,334.603,333.062,334.383,37.4207
07.08.2020 11:00:00.000 GMT-0400,334.393,334.643,333.532,333.563,33.2757
07.08.2020 12:00:00.000 GMT-0400,333.562,334.583,333.392,333.863,35.1497
07.08.2020 13:00:00.000 GMT-0400,333.872,334.063,332.922,333.042,40.6847
07.08.2020 14:00:00.000 GMT-0400,333.043,333.592,332.312,333.303,43.1945
07.08.2020 15:00:00.000 GMT-0400,333.303,334.782,332.853,334.563,41.1792
10.08.2020 09:00:00.000 GMT-0400,335.062,335.593,334.983,335.132,21.3647
10.08.2020 10:00:00.000 GMT-0400,335.133,335.403,333.183,333.203,41.542
10.08.2020 11:00:00.000 GMT-0400,333.212,335.033,332.972,334.922,38.7815
10.08.2020 12:00:00.000 GMT-0400,334.933,335.273,334.352,335.152,31.274
10.08.2020 13:00:00.000 GMT-0400,335.153,335.443,334.922,335.103,28.7645
10.08.2020 14:00:00.000 GMT-0400,335.103,335.513,334.802,335.493,28.224
10.08.2020 15:00:00.000 GMT-0400,335.493,335.783,334.893,335.573,33.3512
11.08.2020 09:00:00.000 GMT-0400,336.883,337.282,336.283,336.403,26.214
11.08.2020 10:00:00.000 GMT-0400,336.412,336.843,335.562,336.662,43.76
11.08.2020 11:00:00.000 GMT-0400,336.663,337.223,336.422,336.632,35.0418
11.08.2020 12:00:00.000 GMT-0400,336.642,337.203,336.262,337.003,29.482
11.08.2020 13:00:00.000 GMT-0400,337.002,337.543,336.822,337.242,28.1112
11.08.2020 14:00:00.000 GMT-0400,337.243,337.393,335.763,336.312,36.498
11.08.2020 15:00:00.000 GMT-0400,336.312,336.403,332.032,332.843,53.6483
12.08.2020 09:00:00.000 GMT-0400,335.453,336.473,335.452,336.412,23.9287
12.08.2020 10:00:00.000 GMT-0400,336.403,337.503,336.142,337.282,40.6675
12.08.2020 11:00:00.000 GMT-0400,337.283,337.653,336.912,337.243,34.3265
12.08.2020 12:00:00.000 GMT-0400,337.243,337.823,337.032,337.092,25.6047
12.08.2020 13:00:00.000 GMT-0400,337.082,337.923,336.563,337.902,26.0427
12.08.2020 14:00:00.000 GMT-0400,337.902,337.982,337.562,337.872,24.0623
12.08.2020 15:00:00.000 GMT-0400,337.873,338.293,337.262,337.442,31.405
13.08.2020 09:00:00.000 GMT-0400,336.612,337.953,336.472,337.912,23.788
13.08.2020 10:00:00.000 GMT-0400,337.913,337.992,337.293,337.832,35.6338
13.08.2020 11:00:00.000 GMT-0400,337.823,338.123,337.502,337.702,28.0077
13.08.2020 12:00:00.000 GMT-0400,337.702,338.153,337.693,338.113,22.4785
