Local time,Open,High,Low,Close,Volume
11.03.2022 14:00:00.000 GMT-0500,423.714,424.844,422.623,423.124,264.0171
11.03.2022 15:00:00.000 GMT-0500,423.114,423.194,419.563,419.743,303.1338
14.03.2022 09:00:00.000 GMT-0400,420.903,421.984,419.133,421.363,230.3229
14.03.2022 10:00:00.000 GMT-0400,421.364,424.344,420.514,424.333,401.7915
14.03.2022 11:00:00.000 GMT-0400,424.324,424.524,420.023,420.484,314.5863
14.03.2022 12:00:00.000 GMT-0400,420.474,420.474,417.853,417.903,317.703
14.03.2022 13:00:00.000 GMT-0400,417.903,418.153,416.133,416.714,301.1433
14.03.2022 14:00:00.000 GMT-0400,416.703,417.304,415.813,417.133,302.3775
14.03.2022 15:00:00.000 GMT-0400,417.144,418.224,416.023,416.904,364.6866
15.03.2022 09:00:00.000 GMT-0400,419.854,421.334,418.453,420.384,230.4624
15.03.2022 10:00:00.000 GMT-0400,420.403,422.843,419.134,421.774,375.957
15.03.2022 11:00:00.000 GMT-0400,421.784,424.273,421.723,422.554,314.055
15.03.2022 12:00:00.000 GMT-0400,422.544,424.413,421.573,423.594,312.8523
15.03.2022 13:00:00.000 GMT-0400,423.593,424.154,421.863,423.213,265.4004
15.03.2022 14:00:00.000 GMT-0400,423.213,424.784,421.394,424.643,282.2976
15.03.2022 15:00:00.000 GMT-0400,424.644,426.853,424.393,425.983,286.2066
16.03.2022 09:00:00.000 GMT-0400,429.933,432.684,429.813,431.933,209.3268
16.03.2022 10:00:00.000 GMT-0400,431.933,434.514,430.743,433.334,425.6784
16.03.2022 11:00:00.000 GMT-0400,433.313,433.494,432.203,433.054,365.4699
16.03.2022 12:00:00.000 GMT-0400,433.053,433.593,431.173,431.674,309.0624
16.03.2022 13:00:00.000 GMT-0400,431.663,431.924,430.024,431.404,316.7061
16.03.2022 14:00:00.000 GMT-0400,431.334,431.464,424.824,429.964,473.9628
16.03.2022 15:00:00.000 GMT-0400,429.964,435.564,429.423,435.504,402.546
17.03.2022 09:00:00.000 GMT-0400,433.593,436.254,433.194,436.183,230.3829
17.03.2022 10:00:00.000 GMT-0400,436.174,436.944,433.993,434.794,349.968
17.03.2022 11:00:00.000 GMT-0400,434.783,436.464,434.303,436.133,302.4456
17.03.2022 12:00:00.000 GMT-0400,436.153,437.944,435.753,437.753,302.4468
17.03.2022 13:00:00.000 GMT-0400,437.763,439.864,437.003,439.444,268.0263
17.03.2022 14:00:00.000 GMT-0400,439.454,439.714,438.273,439.403,268.8444
17.03.2022 15:00:00.000 GMT-0400,439.394,440.724,438.103,440.694,285.8883
18.03.2022 09:00:00.000 GMT-0400,438.004,439.173,437.243,439.064,217.7751
18.03.2022 10:00:00.000 GMT-0400,439.074,440.884,438.443,439.523,399.4416
18.03.2022 11:00:00.000 GMT-0400,439.514,441.004,439.173,439.974,362.8299
18.03.2022 12:00:00.000 GMT-0400,439.974,441.723,439.533,441.433,278.433
18.03.2022 13:00:00.000 GMT-0400,441.444,442.483,441.223,442.054,211.74
18.03.2022 14:00:00.000 GMT-0400,442.063,442.694,441.493,442.564,214.3347
18.03.2022 15:00:00.000 GMT-0400,442.554,444.864,442.354,444.564,246.8694
21.03.2022 09:00:00.000 GMT-0400,444.364,446.474,443.833,443.953,214.6305
21.03.2022 10:00:00.000 GMT-0400,443.954,445.124,442.743,444.894,391.8363
21.03.2022 11:00:00.000 GMT-0400,444.903,445.774,444.354,445.484,331.728
21.03.2022 12:00:00.000 GMT-0400,445.473,445.884,442.203,442.393,369.2226
21.03.2022 13:00:00.000 GMT-0400,442.383,442.664,440.694,442.563,331.1049
21.03.2022 14:00:00.000 GMT-0400,442.553,444.013,441.743,441.913,326.5857
21.03.2022 15:00:00.000 GMT-0400,441.904,444.504,441.713,444.454,304.8615
22.03.2022 09:00:00.000 GMT-0400,445.903,447.494,445.884,447.203,208.5885
22.03.2022 10:00:00.000 GMT-0400,447.233,449.394,447.233,448.813,313.095
22.03.2022 11:00:00.000 GMT-0400,448.823,449.704,448.243,448.703,283.7223
22.03.2022 12:00:00.000 GMT-0400,448.703,449.184,447.804,449.034,265.095
22.03.2022 13:00:00.000 GMT-0400,449.024,449.604,448.573,449.514,224.2866
22.03.2022 14:00:00.000 GMT-0400,449.533,449.604,448.133,448.994,265.7601
22.03.2022 15:00:00.000 GMT-0400,448.983,450.574,448.833,449.623,272.0517
23.03.2022 09:00:00.000 GMT-0400,446.963,447.324,445.663,446.094,206.9466
23.03.2022 10:00:00.000 GMT-0400,446.084,447.984,445.734,447.243,353.4804
23.03.2022 11:00:00.000 GMT-0400,447.244,448.193,447.153,447.773,246.792
23.03.2022 12:00:00.000 GMT-0400,447.773,448.513,446.164,446.813,272.7003
23.03.2022 13:00:00.000 GMT-0400,446.803,446.934,444.774,445.804,289.0287
23.03.2022 14:00:00.000 GMT-0400,445.794,446.313,444.723,445.314,267.9855
23.03.2022 15:00:00.000 GMT-0400,445.313,445.994,443.813,443.863,296.5941
24.03.2022 09:00:00.000 GMT-0400,445.924,446.354,444.763,445.593,217.032
24.03.2022 10:00:00.000 GMT-0400,445.594,446.984,445.243,446.383,374.2617
24.03.2022 11:00:00.000 GMT-0400,446.384,448.973,446.243,448.424,302.598
24.03.2022 12:00:00.000 GMT-0400,448.423,448.574,446.813,447.764,266.0364
24.03.2022 13:00:00.000 GMT-0400,447.773,448.564,447.413,448.254,238.2582
24.03.2022 14:00:00.000 GMT-0400,448.263,448.874,447.434,448.174,216.5151
24.03.2022 15:00:00.000 GMT-0400,448.173,450.464,447.773,450.323,222.5301
25.03.2022 09:00:00.000 GMT-0400,451.143,451.644,450.323,450.893,214.3215
25.03.2022 10:00:00.000 GMT-0400,450.894,452.994,450.464,452.323,319.3314
25.03.2022 11:00:00.000 GMT-0400,452.333,452.524,448.443,449.293,360.3684
25.03.2022 12:00:00.000 GMT-0400,449.304,450.484,448.974,450.074,311.1489
25.03.2022 13:00:00.000 GMT-0400,450.094,451.434,449.544,451.343,278.7723
25.03.2022 14:00:00.000 GMT-0400,451.343,452.204,451.153,451.894,250.065
25.03.2022 15:00:00.000 GMT-0400,451.893,452.794,449.723,452.654,301.743
28.03.2022 09:00:00.000 GMT-0400,452.104,453.663,451.683,453.544,212.1498
28.03.2022 10:00:00.000 GMT-0400,453.553,453.604,452.003,453.264,401.5059
28.03.2022 11:00:00.000 GMT-0400,453.293,453.424,450.284,450.463,331.3782
28.03.2022 12:00:00.000 GMT-0400,450.473,451.763,450.063,451.674,245.3331
28.03.2022 13:00:00.000 GMT-0400,451.663,452.544,451.433,452.434,238.7625
28.03.2022 14:00:00.000 GMT-0400,452.424,454.424,452.193,454.413,213.2847
28.03.2022 15:00:00.000 GMT-0400,454.423,455.894,453.893,455.813,158.0388
29.03.2022 09:00:00.000 GMT-0400,460.093,461.274,458.683,459.304,230.2452
29.03.2022 10:00:00.000 GMT-0400,459.313,459.724,457.184,459.204,433.5537
29.03.2022 11:00:00.000 GMT-0400,459.194,459.943,458.263,459.453,325.197
29.03.2022 12:00:00.000 GMT-0400,459.444,459.494,457.523,458.174,273.8391
29.03.2022 13:00:00.000 GMT-0400,458.034,459.573,457.663,459.564,252.7389
29.03.2022 14:00:00.000 GMT-0400,459.554,460.824,459.094,460.584,220.512
29.03.2022 15:00:00.000 GMT-0400,460.583,462.074,460.333,461.563,248.5629
30.03.2022 09:00:00.000 GMT-0400,460.374,461.004,459.843,460.893,202.2576
30.03.2022 10:00:00.000 GMT-0400,460.903,461.204,459.773,459.863,314.0835
30.03.2022 11:00:00.000 GMT-0400,459.854,460.064,458.643,459.674,275.1753
30.03.2022 12:00:00.000 GMT-0400,459.673,460.134,459.083,459.903,183.159
30.03.2022 13:00:00.000 GMT-0400,459.904,459.954,458.533,458.654,199.68
30.03.2022 14:00:00.000 GMT-0400,458.654,459.344,457.783,457.903,204.6153
30.03.2022 15:00:00.000 GMT-0400,457.923,458.674,456.473,458.674,52.8258
31.03.2022 09:00:00.000 GMT-0400,457.913,458.263,457.133,457.923,217.4238
31.03.2022 10:00:00.000 GMT-0400,457.943,458.784,456.574,458.473,349.7268
31.03.2022 11:00:00.000 GMT-0400,458.484,458.634,457.293,457.934,298.8579
31.03.2022 12:00:00.000 GMT-0400,457.944,458.124,456.623,456.703,223.0119
31.03.2022 13:00:00.000 GMT-0400,456.713,457.494,456.283,456.963,205.845
31.03.2022 14:00:00.000 GMT-0400,456.953,457.004,455.843,456.594,215.8371
31.03.2022 15:00:00.000 GMT-0400,456.593,457.374,451.803,451.813,163.4088
01.04.2022 09:00:00.000 GMT-0400,453.343,453.464,451.664,452.283,194.6889
01.04.2022 10:00:00.000 GMT-0400,452.274,452.823,450.823,451.994,326.1438
01.04.2022 11:00:00.000 GMT-0400,451.994,452.444,450.133,450.353,253.374
01.04.2022 12:00:00.000 GMT-0400,450.333,450.514,449.363,449.953,221.1414
01.04.2022 13:00:00.000 GMT-0400,449.944,450.894,449.153,450.554,250.9746
01.04.2022 14:00:00.000 GMT-0400,450.553,452.783,450.483,451.814,244.6881
01.04.2022 15:00:00.000 GMT-0400,451.813,453.184,450.324,452.954,308.0379
04.04.2022 09:00:00.000 GMT-0400,453.153,454.714,452.273,454.524,206.0208
04.04.2022 10:00:00.000 GMT-0400,454.514,454.964,453.493,454.493,305.7597
04.04.2022 11:00:00.000 GMT-0400,454.484,455.724,454.353,455.514,213.0189
04.04.2022 12:00:00.000 GMT-0400,455.523,455.704,454.854,454.923,168.5934
04.04.2022 13:00:00.000 GMT-0400,454.924,455.783,454.693,455.734,164.3445
04.04.2022 14:00:00.000 GMT-0400,455.723,456.274,455.003,456.053,161.0151
04.04.2022 15:00:00.000 GMT-0400,456.063,456.833,455.753,456.694,200.1012
05.04.2022 09:00:00.000 GMT-0400,455.253,457.193,455.063,456.934,176.3022
05.04.2022 10:00:00.000 GMT-0400,456.924,457.844,453.834,455.094,381.0777
05.04.2022 11:00:00.000 GMT-0400,455.113,455.274,453.503,453.523,320.6922
05.04.2022 12:00:00.000 GMT-0400,453.513,453.933,452.684,453.574,260.6598
05.04.2022 13:00:00.000 GMT-0400,453.553,454.694,452.538,453.044,196.1766
05.04.2022 14:00:00.000 GMT-0400,453.034,453.474,452.394,452.513,204.1701
05.04.2022 15:00:00.000 GMT-0400,452.523,452.783,449.843,451.223,264.9339
06.04.2022 09:00:00.000 GMT-0400,446.903,447.604,445.463,445.584,195.5076
06.04.2022 10:00:00.000 GMT-0400,445.593,445.874,444.513,444.983,353.9238
06.04.2022 11:00:00.000 GMT-0400,444.983,446.444,444.673,445.923,345.939
06.04.2022 12:00:00.000 GMT-0400,445.913,446.114,444.633,445.283,283.1652
06.04.2022 13:00:00.000 GMT-0400,445.274,446.884,444.943,446.074,232.6869
06.04.2022 14:00:00.000 GMT-0400,446.073,448.533,443.484,447.994,476.0064
06.04.2022 15:00:00.000 GMT-0400,448.004,448.954,445.333,446.644,415.344
07.04.2022 09:00:00.000 GMT-0400,445.604,447.683,445.304,447.014,219.7509
07.04.2022 10:00:00.000 GMT-0400,447.003,447.764,444.443,445.253,397.2645
07.04.2022 11:00:00.000 GMT-0400,445.243,446.114,443.883,444.344,328.6362
07.04.2022 12:00:00.000 GMT-0400,444.333,445.194,443.553,444.293,243.2652
07.04.2022 13:00:00.000 GMT-0400,444.284,447.704,444.173,447.494,268.9653
07.04.2022 14:00:00.000 GMT-0400,447.503,449.513,446.884,449.314,293.3265
07.04.2022 15:00:00.000 GMT-0400,449.323,450.704,448.463,448.674,293.9136
08.04.2022 09:00:00.000 GMT-0400,447.974,448.224,445.983,446.123,218.0526
08.04.2022 10:00:00.000 GMT-0400,446.113,449.834,445.973,449.814,356.7492
08.04.2022 11:00:00.000 GMT-0400,449.824,450.264,448.854,449.593,279.324
08.04.2022 12:00:00.000 GMT-0400,449.584,450.634,449.094,450.204,268.9824
08.04.2022 13:00:00.000 GMT-0400,450.193,450.233,448.613,448.864,222.5769
08.04.2022 14:00:00.000 GMT-0400,448.854,449.354,447.663,448.634,232.7139
08.04.2022 15:00:00.000 GMT-0400,448.634,449.404,446.693,447.523,296.6109
11.04.2022 09:00:00.000 GMT-0400,444.113,445.004,442.903,444.124,240.9834
11.04.2022 10:00:00.000 GMT-0400,444.113,444.493,441.993,442.354,396.2793
11.04.2022 11:00:00.000 GMT-0400,442.344,442.763,441.613,442.164,318.7722
11.04.2022 12:00:00.000 GMT-0400,442.163,442.344,441.373,441.874,244.2285
11.04.2022 13:00:00.000 GMT-0400,441.863,442.584,441.444,442.204,246.6135
11.04.2022 14:00:00.000 GMT-0400,442.204,442.803,441.193,442.454,276.3633
11.04.2022 15:00:00.000 GMT-0400,442.464,443.024,439.413,439.893,280.1709
12.04.2022 09:00:00.000 GMT-0400,443.123,445.754,442.393,445.034,221.5053
12.04.2022 10:00:00.000 GMT-0400,445.053,445.314,442.223,442.634,402.9069
12.04.2022 11:00:00.000 GMT-0400,442.623,444.524,442.224,443.693,344.1273
12.04.2022 12:00:00.000 GMT-0400,443.703,443.754,441.243,442.043,344.4435
12.04.2022 13:00:00.000 GMT-0400,442.024,442.694,439.394,439.614,287.7663
12.04.2022 14:00:00.000 GMT-0400,439.604,440.364,437.993,438.843,299.748
12.04.2022 15:00:00.000 GMT-0400,438.844,439.034,436.663,438.354,346.9842
13.04.2022 09:00:00.000 GMT-0400,438.053,440.254,437.864,439.024,224.0631
13.04.2022 10:00:00.000 GMT-0400,439.013,439.964,438.263,439.844,404.385
13.04.2022 11:00:00.000 GMT-0400,439.833,442.004,439.783,441.034,279.9567
13.04.2022 12:00:00.000 GMT-0400,441.034,442.644,440.763,442.103,241.2957
13.04.2022 13:00:00.000 GMT-0400,442.094,442.844,441.543,442.033,235.5225
13.04.2022 14:00:00.000 GMT-0400,442.044,443.004,441.764,442.814,181.3575
13.04.2022 15:00:00.000 GMT-0400,442.814,444.084,442.313,443.283,240.2937
14.04.2022 09:00:00.000 GMT-0400,443.554,444.753,441.683,442.153,207.7014
14.04.2022 10:00:00.000 GMT-0400,442.173,442.954,440.543,441.423,377.8998
14.04.2022 11:00:00.000 GMT-0400,441.434,442.283,440.573,440.793,341.4324
14.04.2022 12:00:00.000 GMT-0400,440.773,441.213,439.484,440.084,239.0433
14.04.2022 13:00:00.000 GMT-0400,440.083,441.354,439.654,441.303,194.3211
14.04.2022 14:00:00.000 GMT-0400,441.294,441.824,439.343,439.343,249.8733
14.04.2022 15:00:00.000 GMT-0400,439.353,440.004,437.823,437.894,284.058
18.04.2022 09:00:00.000 GMT-0400,436.834,439.474,436.834,437.784,234.6984
18.04.2022 10:00:00.000 GMT-0400,437.783,439.514,437.093,438.604,374.4009
18.04.2022 11:00:00.000 GMT-0400,438.593,438.974,436.223,437.183,279.3237
18.04.2022 12:00:00.000 GMT-0400,437.163,437.244,435.623,436.574,207.9594
18.04.2022 13:00:00.000 GMT-0400,436.563,439.744,436.403,439.163,240.8124
18.04.2022 14:00:00.000 GMT-0400,439.184,439.764,438.293,438.394,260.5701
18.04.2022 15:00:00.000 GMT-0400,438.383,438.574,435.653,437.914,256.2813
19.04.2022 09:00:00.000 GMT-0400,437.833,441.454,437.693,441.443,227.8614
19.04.2022 10:00:00.000 GMT-0400,441.423,443.864,441.173,443.163,338.7513
19.04.2022 11:00:00.000 GMT-0400,443.163,444.294,442.773,443.724,256.1064
19.04.2022 12:00:00.000 GMT-0400,443.734,444.034,443.103,443.394,188.8668
19.04.2022 13:00:00.000 GMT-0400,443.383,443.893,442.663,443.583,205.5849
19.04.2022 14:00:00.000 GMT-0400,443.573,443.873,442.454,443.793,246.8499
19.04.2022 15:00:00.000 GMT-0400,443.794,445.813,443.554,445.003,260.3706
20.04.2022 09:00:00.000 GMT-0400,446.934,447.584,444.423,445.044,229.5141
20.04.2022 10:00:00.000 GMT-0400,445.054,447.274,444.394,446.943,401.283
20.04.2022 11:00:00.000 GMT-0400,446.943,446.983,445.064,446.043,323.2059
20.04.2022 12:00:00.000 GMT-0400,446.034,446.684,444.803,446.274,289.9707
20.04.2022 13:00:00.000 GMT-0400,446.274,447.213,445.893,446.613,272.235
20.04.2022 14:00:00.000 GMT-0400,446.614,446.904,443.493,444.034,268.71
20.04.2022 15:00:00.000 GMT-0400,444.024,446.404,443.903,444.603,342.6951
21.04.2022 09:00:00.000 GMT-0400,448.573,450.033,448.573,449.364,202.8927
21.04.2022 10:00:00.000 GMT-0400,449.374,449.424,446.923,447.314,379.4685
21.04.2022 11:00:00.000 GMT-0400,447.314,447.643,444.683,444.714,372.9774
21.04.2022 12:00:00.000 GMT-0400,444.724,445.074,442.643,442.683,346.2681
21.04.2022 13:00:00.000 GMT-0400,442.674,443.633,441.363,441.754,381.6225
21.04.2022 14:00:00.000 GMT-0400,441.744,441.934,438.863,439.253,352.9734
21.04.2022 15:00:00.000 GMT-0400,439.243,439.724,437.124,438.234,395.013
22.04.2022 09:00:00.000 GMT-0400,436.903,437.223,433.884,434.354,247.5504
22.04.2022 10:00:00.000 GMT-0400,434.334,435.974,432.184,432.343,403.8339
22.04.2022 11:00:00.000 GMT-0400,432.333,433.513,430.364,430.383,371.208
22.04.2022 12:00:00.000 GMT-0400,430.394,431.893,429.883,430.434,313.9134
22.04.2022 13:00:00.000 GMT-0400,430.434,430.743,428.754,428.773,276.996
22.04.2022 14:00:00.000 GMT-0400,428.764,429.994,426.833,427.473,298.3536
22.04.2022 15:00:00.000 GMT-0400,427.474,430.433,425.464,425.954,399.3672
25.04.2022 09:00:00.000 GMT-0400,423.714,423.884,420.293,420.324,252.2583
25.04.2022 10:00:00.000 GMT-0400,420.313,424.404,420.023,420.663,459.6516
25.04.2022 11:00:00.000 GMT-0400,420.674,422.224,418.843,419.774,424.8279
25.04.2022 12:00:00.000 GMT-0400,419.764,423.303,419.174,422.094,421.4391
25.04.2022 13:00:00.000 GMT-0400,422.084,423.814,420.994,422.514,412.4994
25.04.2022 14:00:00.000 GMT-0400,422.503,426.774,421.763,425.514,389.5245
25.04.2022 15:00:00.000 GMT-0400,425.514,428.694,423.863,428.573,416.0688
26.04.2022 09:00:00.000 GMT-0400,425.864,426.053,423.453,423.854,230.4522
26.04.2022 10:00:00.000 GMT-0400,423.873,424.654,420.494,421.084,439.3308
26.04.2022 11:00:00.000 GMT-0400,421.074,421.564,419.433,419.474,360.2994
26.04.2022 12:00:00.000 GMT-0400,419.483,422.314,419.453,422.243,337.7154
26.04.2022 13:00:00.000 GMT-0400,422.234,422.274,418.753,419.433,309.7695
26.04.2022 14:00:00.000 GMT-0400,419.423,421.004,419.033,420.743,363.3135
26.04.2022 15:00:00.000 GMT-0400,420.764,421.234,416.263,416.414,392.2704
27.04.2022 09:00:00.000 GMT-0400,417.264,422.033,417.204,420.753,252.8076
27.04.2022 10:00:00.000 GMT-0400,420.793,421.783,415.033,418.034,491.6604
27.04.2022 11:00:00.000 GMT-0400,418.034,420.994,417.723,419.693,465.7527
27.04.2022 12:00:00.000 GMT-0400,419.703,422.934,418.743,422.074,407.9592
27.04.2022 13:00:00.000 GMT-0400,422.073,422.383,419.663,421.954,432.0447
27.04.2022 14:00:00.000 GMT-0400,421.944,421.984,418.313,418.724,373.7988
27.04.2022 15:00:00.000 GMT-0400,418.703,419.004,416.553,417.444,451.8057
28.04.2022 09:00:00.000 GMT-0400,422.293,423.084,419.573,420.493,251.1039
28.04.2022 10:00:00.000 GMT-0400,420.484,420.693,417.613,419.304,458.1942
28.04.2022 11:00:00.000 GMT-0400,419.314,421.354,419.094,420.533,377.9856
28.04.2022 12:00:00.000 GMT-0400,420.543,425.814,420.034,425.604,328.3149
28.04.2022 13:00:00.000 GMT-0400,425.603,427.634,425.244,427.173,341.4927
28.04.2022 14:00:00.000 GMT-0400,427.174,429.214,426.723,428.663,273.5112
28.04.2022 15:00:00.000 GMT-0400,428.663,429.644,426.394,427.644,328.212
29.04.2022 09:00:00.000 GMT-0400,423.624,425.904,422.593,425.723,244.9728
29.04.2022 10:00:00.000 GMT-0400,425.753,425.894,419.953,420.773,428.4705
29.04.2022 11:00:00.000 GMT-0400,420.764,422.124,419.623,420.464,414.9369
29.04.2022 12:00:00.000 GMT-0400,420.454,420.574,417.223,417.684,345.3822
29.04.2022 13:00:00.000 GMT-0400,417.674,419.784,417.503,417.674,357.1482
29.04.2022 14:00:00.000 GMT-0400,417.673,418.074,414.853,415.674,321.735
29.04.2022 15:00:00.000 GMT-0400,415.683,415.764,411.223,411.634,388.4631
02.05.2022 09:00:00.000 GMT-0400,412.054,413.384,409.263,412.583,257.139
02.05.2022 10:00:00.000 GMT-0400,412.523,415.924,410.373,412.434,512.9112
02.05.2022 11:00:00.000 GMT-0400,412.443,412.634,409.813,411.754,485.8218
02.05.2022 12:00:00.000 GMT-0400,411.733,412.593,408.723,409.044,436.3089
02.05.2022 13:00:00.000 GMT-0400,409.023,410.104,406.943,407.664,401.7945
02.05.2022 14:00:00.000 GMT-0400,407.654,408.833,405.064,406.484,428.1126
02.05.2022 15:00:00.000 GMT-0400,406.464,414.654,406.333,414.374,476.5962
03.05.2022 09:00:00.000 GMT-0400,415.034,415.724,413.374,415.453,254.7414
03.05.2022 10:00:00.000 GMT-0400,415.443,416.703,413.794,415.253,445.053
03.05.2022 11:00:00.000 GMT-0400,415.263,418.954,414.743,417.913,358.3812
03.05.2022 12:00:00.000 GMT-0400,417.904,418.764,415.984,416.994,390.0057
03.05.2022 13:00:00.000 GMT-0400,417.014,418.713,416.913,417.553,375.9126
03.05.2022 14:00:00.000 GMT-0400,417.503,417.574,414.124,417.334,382.4157
03.05.2022 15:00:00.000 GMT-0400,417.324,417.994,414.793,416.213,432.7521
04.05.2022 09:00:00.000 GMT-0400,417.103,417.424,416.033,416.063,225.3309
04.05.2022 10:00:00.000 GMT-0400,416.053,416.183,414.253,415.073,412.9248
04.05.2022 11:00:00.000 GMT-0400,415.074,415.754,413.714,415.233,355.1109
04.05.2022 12:00:00.000 GMT-0400,415.224,418.083,414.934,418.063,333.3936
04.05.2022 13:00:00.000 GMT-0400,418.054,418.934,416.913,418.174,315.8628
04.05.2022 14:00:00.000 GMT-0400,418.174,424.263,414.134,423.694,527.7696
04.05.2022 15:00:00.000 GMT-0400,423.713,429.663,423.113,428.813,436.5081
05.05.2022 09:00:00.000 GMT-0400,424.553,424.634,421.124,421.574,244.629
05.05.2022 10:00:00.000 GMT-0400,421.593,421.643,415.243,416.774,480.9042
05.05.2022 11:00:00.000 GMT-0400,416.764,417.144,412.293,412.363,461.5095
05.05.2022 12:00:00.000 GMT-0400,412.353,414.944,411.023,414.534,482.2764
05.05.2022 13:00:00.000 GMT-0400,414.533,416.404,412.853,413.453,448.0458
05.05.2022 14:00:00.000 GMT-0400,413.453,415.194,411.613,412.794,433.116
05.05.2022 15:00:00.000 GMT-0400,412.804,414.324,409.454,413.434,458.988
06.05.2022 09:00:00.000 GMT-0400,411.093,411.784,405.753,406.513,262.0977
06.05.2022 10:00:00.000 GMT-0400,406.504,413.494,405.764,412.783,526.4433
06.05.2022 11:00:00.000 GMT-0400,412.764,414.804,409.543,409.903,492.1563
06.05.2022 12:00:00.000 GMT-0400,409.894,413.974,409.544,413.794,476.0727
06.05.2022 13:00:00.000 GMT-0400,413.803,414.364,409.804,410.113,448.4391
06.05.2022 14:00:00.000 GMT-0400,410.124,410.763,407.813,408.944,446.5398
06.05.2022 15:00:00.000 GMT-0400,408.934,412.993,407.383,411.554,462.4308
09.05.2022 09:00:00.000 GMT-0400,405.124,406.423,403.284,405.044,262.4166
09.05.2022 10:00:00.000 GMT-0400,405.084,405.454,400.964,400.994,470.0742
09.05.2022 11:00:00.000 GMT-0400,400.983,402.514,399.353,401.933,428.3448
09.05.2022 12:00:00.000 GMT-0400,401.924,404.164,400.664,400.734,409.719
09.05.2022 13:00:00.000 GMT-0400,400.744,401.983,399.423,400.543,391.1328
09.05.2022 14:00:00.000 GMT-0400,400.544,401.624,399.123,401.253,404.2869
09.05.2022 15:00:00.000 GMT-0400,401.273,402.603,396.554,398.083,436.9278
10.05.2022 09:00:00.000 GMT-0400,404.503,406.084,401.873,404.103,249.1032
10.05.2022 10:00:00.000 GMT-0400,404.114,405.044,398.343,398.984,481.1121
10.05.2022 11:00:00.000 GMT-0400,398.953,399.873,395.804,397.433,497.7774
10.05.2022 12:00:00.000 GMT-0400,397.424,398.514,394.853,395.964,482.1102
10.05.2022 13:00:00.000 GMT-0400,395.973,403.143,395.653,403.094,464.7219
10.05.2022 14:00:00.000 GMT-0400,403.084,403.264,399.913,401.324,476.7051
10.05.2022 15:00:00.000 GMT-0400,401.354,402.794,398.094,399.154,466.9482
11.05.2022 09:00:00.000 GMT-0400,398.033,403.184,396.223,402.203,269.427
11.05.2022 10:00:00.000 GMT-0400,402.173,404.033,399.624,401.493,522.5685
11.05.2022 11:00:00.000 GMT-0400,401.474,403.814,399.584,401.393,468.9315
11.05.2022 12:00:00.000 GMT-0400,401.404,401.704,396.854,397.023,432.966
11.05.2022 13:00:00.000 GMT-0400,397.004,397.113,393.274,393.504,447.7716
11.05.2022 14:00:00.000 GMT-0400,393.533,398.164,393.464,395.344,468.2667
11.05.2022 15:00:00.000 GMT-0400,395.334,395.764,391.974,392.663,430.506
12.05.2022 09:00:00.000 GMT-0400,389.374,391.264,386.964,388.624,264.9651
12.05.2022 10:00:00.000 GMT-0400,388.613,394.234,387.363,394.034,515.4711
12.05.2022 11:00:00.000 GMT-0400,394.044,395.794,388.673,388.723,455.961
12.05.2022 12:00:00.000 GMT-0400,388.723,392.374,388.174,390.504,455.9487
12.05.2022 13:00:00.000 GMT-0400,390.484,391.114,386.383,387.094,433.9833
12.05.2022 14:00:00.000 GMT-0400,387.073,387.974,385.173,385.764,421.5714
12.05.2022 15:00:00.000 GMT-0400,385.783,392.514,385.403,392.494,482.8917
13.05.2022 09:00:00.000 GMT-0400,396.714,399.083,395.624,398.653,243.4818
13.05.2022 10:00:00.000 GMT-0400,398.663,401.503,398.494,400.903,397.8474
13.05.2022 11:00:00.000 GMT-0400,400.913,401.803,400.264,401.544,335.8863
13.05.2022 12:00:00.000 GMT-0400,401.564,403.194,400.704,401.783,251.8323
13.05.2022 13:00:00.000 GMT-0400,401.783,402.184,399.134,399.364,322.7697
13.05.2022 14:00:00.000 GMT-0400,399.354,400.614,397.203,400.573,383.8443
13.05.2022 15:00:00.000 GMT-0400,400.563,402.564,399.893,401.554,387.8748
16.05.2022 09:00:00.000 GMT-0400,400.013,401.293,397.613,398.724,248.2185
16.05.2022 10:00:00.000 GMT-0400,398.763,401.803,397.673,398.544,464.9085
16.05.2022 11:00:00.000 GMT-0400,398.534,401.723,397.993,401.453,424.2918
16.05.2022 12:00:00.000 GMT-0400,401.463,402.074,399.443,399.813,372.1311
16.05.2022 13:00:00.000 GMT-0400,399.824,402.814,399.354,402.043,366.2823
16.05.2022 14:00:00.000 GMT-0400,402.034,403.984,401.504,403.003,339.6597
16.05.2022 15:00:00.000 GMT-0400,402.993,403.383,399.323,400.074,380.2044
17.05.2022 09:00:00.000 GMT-0400,406.534,406.633,404.413,405.213,226.7259
17.05.2022 10:00:00.000 GMT-0400,405.224,406.164,402.603,403.824,396.0708
17.05.2022 11:00:00.000 GMT-0400,403.814,406.053,403.664,405.473,310.3311
17.05.2022 12:00:00.000 GMT-0400,405.463,406.933,404.603,406.243,286.3164
17.05.2022 13:00:00.000 GMT-0400,406.244,407.164,405.463,406.314,266.4153
17.05.2022 14:00:00.000 GMT-0400,406.323,407.764,403.543,407.084,442.3797
17.05.2022 15:00:00.000 GMT-0400,407.083,408.753,406.804,408.263,359.4153
18.05.2022 09:00:00.000 GMT-0400,403.504,403.814,400.873,401.113,220.5324
18.05.2022 10:00:00.000 GMT-0400,401.134,402.124,399.953,400.783,401.0214
